Size(A)  Probability_real    Probability_expected
23.6625  0  1.29074e-17
23.6875  0  1.25684e-17
23.7125  0  1.22386e-17
23.7375  0  1.19177e-17
23.7625  0  1.16054e-17
23.7875  0  1.13015e-17
23.8125  0  1.10058e-17
23.8375  0  1.0718e-17
23.8625  0  1.0438e-17
23.8875  0  1.01654e-17
23.9125  0  9.90017e-18
23.9375  0  9.64202e-18
23.9625  0  9.39077e-18
23.9875  0  9.14625e-18
24.0125  0  8.90826e-18
24.0375  0  8.67662e-18
24.0625  0  8.45116e-18
24.0875  0  8.23171e-18
24.1125  0  8.01811e-18
24.1375  0  7.8102e-18
24.1625  0  7.60782e-18
24.1875  0  7.41082e-18
24.2125  0  7.21905e-18
24.2375  0  7.03237e-18
24.2625  0  6.85065e-18
24.2875  0  6.67375e-18
24.3125  0  6.50153e-18
24.3375  0  6.33387e-18
24.3625  0  6.17065e-18
24.3875  0  6.01174e-18
24.4125  0  5.85703e-18
24.4375  0  5.70641e-18
24.4625  0  5.55976e-18
24.4875  0  5.41698e-18
24.5125  0  5.27796e-18
24.5375  0  5.1426e-18
24.5625  0  5.0108e-18
24.5875  0  4.88246e-18
24.6125  0  4.7575e-18
24.6375  0  4.63582e-18
24.6625  0  4.51734e-18
24.6875  0  4.40196e-18
24.7125  0  4.2896e-18
24.7375  0  4.18019e-18
24.7625  0  4.07364e-18
24.7875  0  3.96987e-18
24.8125  0  3.86882e-18
24.8375  0  3.7704e-18
24.8625  0  3.67456e-18
24.8875  0  3.58121e-18
24.9125  0  3.4903e-18
24.9375  0  3.40175e-18
24.9625  0  3.31551e-18
24.9875  0  3.23151e-18
